Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,1,Yes,No,54,Yes,Fiber optic,Yes,No,Yes,Two year,No,Mailed check,73.44,4030.8,0
Female,0,Yes,No,42,Yes,DSL,No,No,No,Two year,Yes,Electronic check,25.03,996.53,0
Female,0,Yes,No,45,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,28.25,1252.59,0
Female,0,Yes,No,14,Yes,Fiber optic,No,No,No,Two year,Yes,Credit card,74.55,1058.63,1
Male,0,Yes,Yes,29,Yes,DSL,No,No,Yes,Month-to-month,No,Mailed check,51.44,1554.56,0
Male,0,No,Yes,6,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,40.5,255.92,0
Female,0,No,Yes,7,Yes,Fiber optic,No,No,Yes,Two year,Yes,Bank transfer,65.56,423.55,0
Male,0,Yes,No,37,Yes,DSL,No,Yes,No,Month-to-month,No,Mailed check,85.98,3246.15,0
Female,0,No,No,53,No,Fiber optic,No,No,Yes,Month-to-month,No,Credit card,57.27,3019.7,1
Female,0,Yes,No,18,Yes,DSL,No,No,Yes,Two year,No,Mailed check,99.86,1806.48,0
Male,0,Yes,No,38,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Credit card,93.33,3584.07,1
Male,0,Yes,Yes,59,Yes,DSL,No,No,Yes,One year,Yes,Mailed check,92.96,5562.8,0
Male,0,No,No,1,Yes,No,No,No,No,Two year,No,Credit card,118.49,136.93,0
Female,1,Yes,No,68,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer,48.11,3400.84,1
Male,0,Yes,Yes,44,Yes,DSL,No,No,Yes,Month-to-month,No,Electronic check,83.76,3680.96,0
Female,0,Yes,No,47,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,105.26,4961.9,0
Female,0,No,Yes,35,Yes,DSL,No,No,No,Month-to-month,Yes,Credit card,77.11,2667.92,0
Female,0,Yes,No,60,No,Fiber optic,No,No,No,Month-to-month,No,Mailed check,98.53,5927.93,0
Male,0,No,No,52,Yes,Fiber optic,No,No,No,Two year,Yes,Mailed check,60.27,3148.9,1
Male,0,No,Yes,8,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,78.23,678.13,0
Female,0,No,No,41,No,No,No,Yes,Yes,Month-to-month,No,Credit card,23.68,993.11,0
Male,0,No,No,3,Yes,Fiber optic,No,Yes,No,One year,No,Mailed check,118.55,329.29,0
Male,0,Yes,No,69,Yes,DSL,No,Yes,No,One year,Yes,Electronic check,99.6,6885.22,0
Male,0,Yes,No,14,Yes,Fiber optic,No,No,No,Two year,Yes,Credit card,106.62,1459.06,0
Female,1,No,Yes,26,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,88.82,2336.79,1
Female,0,Yes,No,70,Yes,No,Yes,No,No,Two year,No,Mailed check,36.98,2560.64,0
Male,1,No,No,58,Yes,DSL,No,Yes,Yes,One year,Yes,Mailed check,21.16,1157.38,0
Female,0,No,No,40,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,106.19,4191.09,1
Male,0,No,Yes,51,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,58.43,2921.18,0
Male,0,No,No,5,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Credit card,44.91,198.15,1
Male,0,No,No,32,Yes,Fiber optic,No,No,Yes,One year,Yes,Electronic check,75.29,2366.92,1
Male,0,No,Yes,1,Yes,DSL,No,Yes,No,Month-to-month,Yes,Credit card,60.93,59.82,1
Female,0,Yes,No,54,Yes,Fiber optic,No,Yes,No,Two year,No,Bank transfer,84.47,4541.78,0
Female,0,No,Yes,11,No,Fiber optic,No,No,Yes,One year,Yes,Mailed check,67.35,766.66,1
Female,0,Yes,No,53,Yes,No,No,No,No,Two year,No,Electronic check,89.12,4742.5,0
Male,0,Yes,Yes,8,Yes,DSL,No,Yes,No,Month-to-month,Yes,Bank transfer,105.05,824.21,1
Male,0,No,No,25,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Credit card,37.95,1010.87,0
Male,0,Yes,No,40,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.6,2017.68,0
Female,0,Yes,No,32,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.56,2052.24,0
Male,0,Yes,No,28,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,116.13,3259.45,0
Female,1,No,No,3,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,55.26,146.06,0
Female,0,No,No,62,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,56.87,3582.41,1
Female,1,No,Yes,27,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Credit card,84.65,2313.41,1
Female,0,Yes,Yes,45,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Bank transfer,60.76,2680.42,0
Female,0,No,No,25,Yes,Fiber optic,No,Yes,No,Two year,No,Bank transfer,115.02,2893.7,0
Female,0,No,Yes,61,Yes,DSL,Yes,No,Yes,One year,No,Bank transfer,109.24,6681.79,0
Male,0,Yes,No,44,Yes,Fiber optic,Yes,No,No,One year,Yes,Bank transfer,70.37,3146.65,0
Male,1,Yes,No,46,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card,83.77,3882.69,0
Female,0,Yes,Yes,14,Yes,Fiber optic,Yes,No,No,Two year,Yes,Mailed check,23.92,367.73,0
Female,0,No,No,8,Yes,DSL,No,No,No,One year,Yes,Bank transfer,88.96,689.61,1
Male,0,No,No,48,No,No,No,No,Yes,Month-to-month,Yes,Credit card,90.13,4315.75,1
Female,0,No,No,14,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Mailed check,54.64,752.35,0
Female,1,Yes,No,65,Yes,DSL,Yes,Yes,No,Two year,No,Electronic check,40.41,2546.72,0
Male,0,No,No,7,Yes,DSL,No,Yes,No,One year,Yes,Electronic check,111.34,843.71,0
Female,0,No,Yes,49,Yes,No,No,No,Yes,One year,Yes,Bank transfer,61.52,2958.52,0
Female,0,No,No,55,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.68,4670.84,0
Female,0,No,No,13,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,21.4,261.65,0
Male,0,Yes,No,56,Yes,No,No,No,No,One year,Yes,Bank transfer,60.23,3360.96,0
Male,0,Yes,Yes,56,Yes,DSL,No,No,No,One year,No,Mailed check,101.36,5710.04,1
Male,0,No,Yes,15,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,57.53,823.93,1
Female,0,No,No,57,No,DSL,No,No,No,One year,No,Bank transfer,79.52,4555.47,0
Female,0,No,No,58,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,39.41,2309.09,0
Male,0,Yes,No,35,Yes,DSL,No,No,Yes,Two year,No,Mailed check,60.49,2078.37,0
Female,0,No,No,16,Yes,Fiber optic,No,No,No,Two year,No,Electronic check,112.62,1847.48,0
Female,0,Yes,No,8,Yes,No,No,No,No,Two year,Yes,Mailed check,75.78,674.61,0
Female,0,Yes,No,45,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,110.0,5051.24,0
Female,0,No,Yes,40,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,110.01,4387.3,0
Female,0,No,Yes,54,Yes,Fiber optic,No,Yes,Yes,Two year,No,Bank transfer,114.3,6181.76,0
Male,0,Yes,Yes,14,Yes,DSL,No,Yes,No,One year,No,Credit card,109.33,1543.23,0
Female,0,Yes,No,59,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer,18.33,1114.76,1
Male,0,Yes,No,53,Yes,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,113.27,6090.74,1
Female,0,Yes,No,27,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,32.02,888.88,1
Male,0,No,No,47,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Bank transfer,22.07,1062.99,0
Female,0,No,No,6,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Credit card,23.65,87.17,0
Male,0,Yes,No,55,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,53.59,3049.88,1
Female,0,No,No,44,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,81.32,3554.31,1
Male,0,No,Yes,18,Yes,No,No,No,No,Two year,Yes,Mailed check,59.04,929.74,0
Female,0,No,Yes,16,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,20.61,215.98,0
Male,0,Yes,No,12,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,66.6,815.45,0
Female,0,No,No,20,Yes,Fiber optic,No,Yes,No,Two year,Yes,Credit card,63.1,1198.34,0
Male,0,Yes,No,45,No,DSL,No,No,No,One year,Yes,Credit card,95.2,4286.69,1
Male,0,Yes,No,64,Yes,No,No,No,Yes,One year,No,Electronic check,46.52,2902.54,0
Female,0,Yes,No,59,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,40.19,2386.46,1
Female,0,No,Yes,22,Yes,DSL,No,No,No,Two year,No,Bank transfer,44.11,998.63,0
Male,0,Yes,Yes,47,Yes,DSL,No,No,No,Month-to-month,Yes,Credit card,48.98,2310.85,1
Female,0,Yes,Yes,29,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,79.11,2259.37,1
Male,0,Yes,No,45,Yes,No,No,No,No,Month-to-month,No,Bank transfer,66.1,3018.43,1
Male,0,No,Yes,9,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer,52.36,451.27,0
Male,0,No,No,24,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,56.18,1338.9,0
Female,1,Yes,No,15,No,DSL,No,No,Yes,One year,No,Credit card,55.83,811.97,1
Male,0,No,No,36,Yes,DSL,No,Yes,No,Month-to-month,No,Mailed check,117.19,4205.44,0
Male,0,No,Yes,13,Yes,DSL,No,No,Yes,One year,Yes,Bank transfer,41.77,636.57,0
Female,1,No,No,44,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,101.44,4463.11,1
Female,0,Yes,No,71,Yes,No,No,No,No,Month-to-month,No,Bank transfer,90.24,6343.56,0
Female,1,No,No,36,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Credit card,18.57,620.56,1
Female,0,No,No,61,No,DSL,No,No,No,Two year,No,Mailed check,119.3,7263.49,0
Male,1,No,Yes,40,Yes,No,No,No,Yes,Two year,Yes,Electronic check,95.16,3766.67,0
Male,0,Yes,No,27,No,No,Yes,Yes,No,Two year,Yes,Bank transfer,87.61,2412.95,0
Male,0,No,No,1,Yes,DSL,No,Yes,No,One year,Yes,Electronic check,59.34,0.0,0
Male,0,No,No,34,No,No,No,No,Yes,One year,No,Electronic check,74.63,2531.47,0
Female,0,No,No,68,Yes,DSL,No,Yes,No,One year,No,Credit card,43.83,3030.97,0
Male,0,Yes,No,21,Yes,DSL,No,No,Yes,One year,Yes,Electronic check,21.62,422.52,0
Male,0,Yes,Yes,33,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Bank transfer,103.27,3429.86,1
Female,0,No,No,7,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Electronic check,109.44,764.06,1
Male,0,No,No,65,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,34.57,2245.47,1
Male,0,Yes,No,3,Yes,DSL,No,No,No,Month-to-month,No,Bank transfer,98.28,320.43,1
Male,0,No,No,51,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.6,4680.66,0
Male,1,Yes,No,54,Yes,Fiber optic,No,No,No,Month-to-month,No,Credit card,36.19,2014.43,0
Male,0,No,No,59,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,61.03,3505.92,0
Male,1,No,Yes,6,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card,61.12,423.52,1
Female,0,No,No,29,Yes,DSL,No,Yes,Yes,Two year,No,Electronic check,95.52,2791.78,0
Female,0,No,No,17,Yes,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,103.44,1782.14,1
Male,0,Yes,No,60,Yes,DSL,No,No,No,Month-to-month,No,Credit card,27.67,1740.93,0
Male,0,No,No,22,Yes,DSL,No,Yes,Yes,Two year,No,Credit card,75.42,1718.41,0
Female,0,Yes,No,24,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,95.7,2337.51,1
Male,0,No,Yes,51,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Mailed check,98.19,4992.96,0
Male,0,No,No,50,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,33.1,1636.96,1
Male,1,No,No,11,Yes,Fiber optic,No,No,No,Month-to-month,No,Mailed check,71.6,829.67,1
Female,0,Yes,No,56,Yes,DSL,Yes,Yes,No,Month-to-month,No,Bank transfer,105.47,5928.96,0
Male,0,No,No,71,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,50.49,3599.85,0
Female,0,Yes,No,42,Yes,Fiber optic,No,No,No,Month-to-month,No,Mailed check,61.36,2574.27,0
Male,0,Yes,Yes,39,Yes,Fiber optic,No,Yes,No,Two year,Yes,Electronic check,100.04,3881.17,1
Female,0,No,No,69,Yes,DSL,No,Yes,No,One year,Yes,Credit card,27.11,1801.09,0
Female,0,Yes,No,48,Yes,Fiber optic,No,No,Yes,One year,Yes,Mailed check,105.67,5104.34,1
Male,0,No,Yes,57,Yes,DSL,Yes,No,No,Month-to-month,No,Bank transfer,49.74,2826.1,0
Female,0,Yes,Yes,21,Yes,DSL,Yes,No,No,Month-to-month,Yes,Credit card,18.15,368.82,0
Male,0,Yes,No,20,Yes,No,Yes,No,No,Two year,No,Bank transfer,41.88,746.97,0
Female,0,No,Yes,15,Yes,No,No,No,No,Month-to-month,Yes,Credit card,27.13,411.59,1
Male,1,No,No,69,Yes,DSL,Yes,Yes,No,Two year,No,Bank transfer,27.42,1823.81,0
Male,0,Yes,Yes,51,Yes,DSL,No,No,No,Month-to-month,Yes,Bank transfer,88.67,4500.44,0
Female,0,No,Yes,62,Yes,Fiber optic,Yes,No,No,Two year,No,Electronic check,39.83,2509.1,0
Male,0,No,No,37,Yes,DSL,No,No,No,Month-to-month,No,Credit card,113.34,4196.74,0
Male,1,No,No,6,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,70.68,418.81,0
Female,0,Yes,No,71,No,DSL,No,No,Yes,One year,No,Electronic check,64.93,4573.7,0
Male,0,No,No,26,Yes,DSL,Yes,No,No,One year,No,Electronic check,62.3,1592.42,0
Male,0,No,No,8,Yes,No,No,No,No,Month-to-month,No,Electronic check,88.64,788.39,0
Female,0,No,No,4,Yes,No,No,Yes,No,Two year,No,Bank transfer,64.13,295.51,0
Female,0,Yes,No,21,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,31.12,630.42,0
Male,0,No,No,31,Yes,DSL,Yes,No,No,Month-to-month,No,Electronic check,107.78,3335.9,0
Male,0,No,Yes,21,Yes,DSL,Yes,No,No,One year,No,Electronic check,61.7,1308.07,0
Female,0,No,Yes,25,Yes,DSL,No,Yes,No,One year,Yes,Bank transfer,25.55,660.65,1
Female,0,Yes,No,15,Yes,No,No,No,No,Two year,No,Credit card,72.0,1078.78,0
Male,0,No,No,35,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,84.03,2852.53,0
Female,0,No,Yes,49,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Bank transfer,46.11,2257.82,1
Male,0,Yes,Yes,43,Yes,Fiber optic,No,No,Yes,One year,No,Bank transfer,99.63,4279.47,0
Male,1,Yes,Yes,41,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,86.32,3641.98,1
Male,0,No,No,37,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.33,3254.8,1
Male,0,Yes,No,57,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,60.92,3504.55,0
Male,0,No,Yes,42,Yes,DSL,Yes,No,No,Month-to-month,Yes,Credit card,116.12,4843.18,0
Female,0,No,No,47,Yes,Fiber optic,No,No,No,Month-to-month,No,Credit card,45.97,2194.54,0
Female,0,No,No,61,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Mailed check,76.93,4607.81,1
Female,0,Yes,No,14,Yes,No,No,No,No,One year,No,Electronic check,49.52,666.65,0
Female,0,Yes,Yes,68,Yes,Fiber optic,No,No,No,One year,No,Bank transfer,93.97,6308.64,0
Male,0,No,No,53,Yes,No,No,No,No,Month-to-month,No,Bank transfer,22.87,1239.64,0
Male,0,Yes,No,34,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,22.68,710.59,0
Male,0,No,No,24,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,100.71,2402.69,1
Male,0,Yes,Yes,20,Yes,DSL,No,No,No,Month-to-month,Yes,Mailed check,62.3,1243.79,0
Female,0,Yes,No,69,Yes,No,No,No,No,One year,Yes,Bank transfer,52.8,3641.75,0
Male,0,Yes,No,30,Yes,DSL,Yes,No,No,Two year,No,Mailed check,79.97,2375.46,0
Male,0,No,No,7,Yes,Fiber optic,Yes,No,No,One year,No,Bank transfer,89.59,643.97,0
Female,0,No,Yes,36,Yes,No,No,No,No,One year,Yes,Bank transfer,38.52,1324.01,0
Female,0,Yes,No,38,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,36.91,1489.54,1
Female,0,Yes,Yes,52,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,115.73,5966.26,1
Female,0,Yes,No,15,Yes,No,No,No,No,Two year,No,Mailed check,78.15,1174.23,1
Male,0,No,No,46,Yes,Fiber optic,No,No,Yes,Two year,Yes,Mailed check,57.79,2689.59,0
Male,1,Yes,No,23,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Electronic check,99.75,2328.39,1
Female,0,No,No,12,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Bank transfer,71.57,897.61,0
Male,0,No,No,44,Yes,No,No,No,Yes,One year,Yes,Mailed check,42.65,1796.96,0
Male,0,No,No,15,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card,39.09,540.48,1
Male,0,Yes,No,49,Yes,Fiber optic,Yes,No,No,One year,Yes,Electronic check,58.48,2872.31,0
Female,0,No,Yes,21,Yes,DSL,No,No,Yes,Two year,No,Credit card,105.71,2243.97,0
Male,0,Yes,No,15,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,24.27,426.91,0
Female,1,Yes,No,14,Yes,DSL,No,No,Yes,Two year,No,Credit card,40.29,538.36,0
Male,0,No,No,42,Yes,DSL,No,No,Yes,Two year,No,Electronic check,109.1,4536.95,0
Male,0,No,No,15,Yes,Fiber optic,No,Yes,No,Two year,No,Credit card,30.42,428.96,0
Male,0,Yes,No,63,Yes,DSL,No,No,No,Month-to-month,No,Mailed check,82.22,5292.83,0
Female,0,Yes,No,68,Yes,DSL,No,No,Yes,Month-to-month,Yes,Credit card,39.78,2780.06,0
Male,0,No,No,27,Yes,Fiber optic,No,No,Yes,One year,Yes,Credit card,79.8,2146.13,0
Female,0,Yes,No,53,No,DSL,Yes,No,No,Month-to-month,No,Credit card,57.08,3089.48,1
Female,0,No,No,52,Yes,DSL,No,Yes,Yes,Month-to-month,No,Bank transfer,28.37,1446.62,0
Female,0,No,No,63,Yes,DSL,No,No,No,Month-to-month,No,Mailed check,77.41,4924.56,0
Male,0,Yes,Yes,53,Yes,Fiber optic,Yes,No,No,One year,No,Credit card,87.67,4577.56,1
Male,0,Yes,Yes,57,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,87.39,4999.05,0
Male,0,Yes,No,52,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Credit card,82.98,4365.93,0
Male,0,No,No,43,Yes,DSL,No,No,Yes,Month-to-month,No,Electronic check,69.02,2951.53,0
Female,0,No,No,7,Yes,DSL,No,No,No,One year,Yes,Electronic check,70.99,527.6,1
Female,0,Yes,No,42,Yes,DSL,No,Yes,No,One year,No,Electronic check,82.84,3451.2,0
Female,0,No,Yes,4,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card,88.41,368.82,1
Male,1,No,No,69,Yes,No,Yes,No,No,Two year,Yes,Mailed check,84.8,5827.12,0
Female,1,Yes,Yes,5,Yes,DSL,Yes,No,No,Month-to-month,No,Electronic check,77.87,430.31,1
Male,0,No,Yes,41,No,DSL,No,No,Yes,One year,No,Bank transfer,33.9,1326.68,0
Female,1,Yes,No,4,Yes,DSL,No,No,No,One year,No,Electronic check,39.48,107.16,1
Male,0,Yes,Yes,2,No,Fiber optic,No,No,No,One year,No,Electronic check,44.54,154.37,0
Male,0,Yes,No,67,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer,111.81,7368.3,0
Female,0,Yes,No,21,Yes,Fiber optic,No,No,No,Two year,No,Electronic check,95.46,1972.61,1
Female,0,Yes,No,70,Yes,No,No,Yes,Yes,Two year,Yes,Credit card,74.39,5200.2,0
Female,0,Yes,Yes,43,Yes,Fiber optic,No,Yes,No,One year,Yes,Credit card,43.71,1897.18,0
Female,0,No,No,69,Yes,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,29.31,1998.5,0
Male,0,No,Yes,9,Yes,DSL,No,Yes,No,Month-to-month,No,Mailed check,109.67,930.74,0
Female,0,No,No,28,Yes,Fiber optic,No,No,No,One year,Yes,Mailed check,109.05,3114.71,1
Female,0,Yes,No,26,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,29.29,814.2,0
Female,0,Yes,No,3,Yes,Fiber optic,No,No,No,One year,No,Bank transfer,99.32,279.0,1
Male,0,Yes,Yes,49,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,63.56,3024.91,1
Male,0,No,No,17,Yes,Fiber optic,No,No,No,One year,No,Credit card,51.04,882.99,0
Female,1,No,No,63,Yes,No,No,No,No,Month-to-month,Yes,Credit card,93.39,5892.66,0
Male,1,Yes,Yes,55,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,80.66,4402.95,0
Female,0,Yes,No,23,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Credit card,97.56,2146.13,0
Male,1,No,No,34,No,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,25.58,856.14,1
Male,0,Yes,Yes,69,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,50.5,3522.83,0
Male,1,Yes,Yes,15,Yes,No,No,No,Yes,Two year,No,Mailed check,50.57,804.41,0
Male,0,No,No,47,Yes,Fiber optic,No,No,Yes,One year,Yes,Bank transfer,51.63,2424.4,0
Female,0,No,Yes,3,Yes,Fiber optic,Yes,No,No,One year,No,Bank transfer,69.25,176.58,0
Female,0,Yes,Yes,28,Yes,Fiber optic,No,No,No,One year,Yes,Bank transfer,46.87,1349.08,0
Female,0,Yes,No,3,Yes,DSL,No,No,No,Month-to-month,Yes,Credit card,63.33,133.14,1
Male,0,No,No,4,No,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,55.51,154.3,0
Female,0,Yes,No,31,Yes,DSL,No,No,No,Month-to-month,Yes,Mailed check,93.0,2878.58,0
Female,0,Yes,No,45,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,79.56,3657.52,0
Female,0,Yes,No,59,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,84.67,5074.73,0
Male,0,Yes,Yes,45,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,39.48,1710.71,0
Male,0,Yes,No,37,Yes,DSL,No,No,No,One year,No,Mailed check,51.2,1872.54,0
Male,0,No,No,65,No,Fiber optic,No,Yes,Yes,Two year,Yes,Electronic check,20.16,1432.09,0
Female,0,Yes,Yes,9,No,Fiber optic,No,No,No,One year,Yes,Credit card,29.05,227.03,1
Female,0,Yes,No,17,No,DSL,No,No,No,One year,Yes,Mailed check,45.04,846.67,0
Female,0,No,No,65,No,Fiber optic,No,No,No,One year,No,Bank transfer,24.68,1653.0,0
Male,0,No,Yes,3,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.47,297.95,1
Male,1,No,Yes,26,Yes,DSL,Yes,No,Yes,One year,Yes,Mailed check,119.81,3092.77,0
Female,0,No,No,53,Yes,No,No,No,Yes,Two year,No,Mailed check,28.28,1478.03,0
Male,0,Yes,No,31,No,No,Yes,No,No,Month-to-month,No,Electronic check,101.77,3109.34,1
Male,1,No,No,26,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,30.12,823.06,0
Male,0,Yes,No,23,Yes,No,No,No,No,Month-to-month,No,Bank transfer,86.33,1903.76,1
Male,0,No,Yes,30,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,83.6,2499.83,1
Female,0,No,Yes,10,Yes,DSL,No,No,Yes,Two year,No,Electronic check,110.08,1182.52,0
Male,0,No,Yes,64,Yes,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,29.62,1925.41,0
Male,0,No,Yes,22,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.18,1154.09,1
Male,0,Yes,Yes,15,Yes,No,No,Yes,No,Two year,Yes,Electronic check,27.26,326.7,1
Male,0,No,No,56,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Bank transfer,59.55,3285.1,1
Female,1,No,No,20,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,110.98,2278.81,1
Female,0,No,No,47,Yes,Fiber optic,No,No,Yes,Two year,No,Bank transfer,97.72,4599.13,0
Male,0,Yes,Yes,53,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,91.74,4810.24,0
Male,0,No,No,53,Yes,Fiber optic,No,No,No,One year,Yes,Bank transfer,72.37,3866.93,1
Male,0,Yes,No,1,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,108.12,81.44,1
Male,0,Yes,Yes,2,Yes,DSL,No,Yes,No,Month-to-month,Yes,Bank transfer,63.84,254.56,0
Male,0,Yes,No,58,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Electronic check,33.27,1959.61,1
Male,0,Yes,No,19,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer,103.43,1919.04,1
Female,0,No,Yes,62,Yes,Fiber optic,No,No,No,Two year,No,Electronic check,46.52,2928.29,0
Male,0,Yes,No,12,Yes,Fiber optic,No,No,Yes,Two year,No,Mailed check,23.47,362.38,0
Female,0,No,Yes,26,Yes,DSL,Yes,No,Yes,Two year,Yes,Mailed check,30.86,802.06,0
Female,0,Yes,No,27,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer,80.12,2124.84,1
Male,0,Yes,No,29,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,Credit card,79.92,2319.9,0
Female,0,Yes,No,15,No,Fiber optic,Yes,No,No,One year,No,Credit card,44.54,637.46,0
Female,0,Yes,Yes,46,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.17,4226.9,0
Female,0,Yes,No,1,Yes,Fiber optic,No,No,No,One year,No,Bank transfer,96.91,27.47,1
Female,1,Yes,No,60,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,111.89,6757.16,0
Female,1,No,No,57,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,77.66,4369.16,1
Female,0,Yes,No,3,Yes,No,No,Yes,No,Two year,Yes,Credit card,97.5,322.91,0
Male,1,Yes,No,18,Yes,No,No,No,No,One year,Yes,Mailed check,94.82,1691.55,1
